date,canton_name,total_trips,dataset,train_trips,road_trips,highway_trips,commuter_trips,non_commuter_trips
2019-02-24,Graubunden,780485,2019,75368,561823,143317,37731,742777
2019-02-24,Sankt-Gallen,1537139,2019,163409,916841,456913,88161,1449002
2019-02-24,Waadt,1714881,2019,165041,1077280,472586,108310,1606597
2019-02-24,Wallis,979531,2019,125046,700638,153869,53364,926190
2019-02-25,Solothurn,1204318,2019,222773,678241,303313,380295,824033
2019-02-25,Basel-Landschaft,1064695,2019,104781,741850,218076,357529,707179
2019-02-25,Schwyz,609539,2019,75524,364090,169938,161244,448308
2019-02-25,Aargau,2158948,2019,297409,1368062,493488,704931,1454028
2019-02-25,Ticino,872403,2019,32260,708219,131933,263541,608870
2019-02-25,Schaffhausen,232651,2019,27554,198350,6758,69953,162709
2019-02-25,Uri,120609,2019,12850,65659,42109,23190,97429
2019-02-25,Freiburg,897082,2019,77414,654496,165184,263956,633139
2019-02-25,Luzern,1158968,2019,97439,796917,264625,354440,804542
2019-02-25,Geneve,1504606,2019,80562,1312256,111797,523405,981210
2019-02-25,Zug,570024,2019,79458,327633,162944,207748,362287
2019-02-25,Jura,171048,2019,13644,150617,6799,54012,117048
2019-02-25,Obwalden,98121,2019,7369,80385,10381,24893,73242
2019-02-25,Thurgau,835496,2019,91586,591866,152056,251139,584370
2019-02-25,Glarus,180434,2019,31035,77112,72297,41729,138716
2019-02-25,Basel-Stadt,894350,2019,90392,679607,124360,327111,567248
2019-02-25,Appenzell-Ausserrhoden,181674,2019,17112,153500,11072,54066,127619
2019-02-25,Nidwalden,195861,2019,11876,113859,70138,50409,145464
2019-02-25,Zurich,4322880,2019,653351,3104790,564748,1535279,2787611
2019-02-25,Appenzell-Innerrhoden,37762,2019,2550,33908,1315,8974,28799
2019-02-25,Neuchatel,442759,2019,37837,343833,61102,134494,308279
2019-02-25,Bern,3146715,2019,408817,2276203,461714,987835,2158901
2019-02-25,Graubunden,680610,2019,62903,526697,91028,119890,560740
2019-02-25,Sankt-Gallen,1779169,2019,187806,1173071,418313,505808,1273382
2019-02-25,Waadt,2330463,2019,263558,1544835,522091,660562,1669922
2019-02-25,Wallis,1062920,2019,121409,796180,145352,217384,845558
2019-02-26,Solothurn,1263119,2019,238987,706478,317663,388515,874614
2019-02-26,Basel-Landschaft,1104908,2019,109724,772127,223067,368966,735953
2019-02-26,Schwyz,619740,2019,76540,373638,169573,161524,458228
2019-02-26,Aargau,2257497,2019,318236,1426854,512417,721583,1535925
2019-02-26,Ticino,888591,2019,33951,722647,132002,266707,621894
2019-02-26,Schaffhausen,242157,2019,28815,206739,6614,71592,170576
2019-02-26,Uri,122798,2019,13653,68620,40534,22964,99843
2019-02-26,Freiburg,941320,2019,79651,688148,173533,267312,674021
2019-02-26,Luzern,1212029,2019,104539,833568,273934,362842,849200
2019-02-26,Geneve,1571004,2019,79862,1377988,113165,544439,1026576
2019-02-26,Zug,591936,2019,84989,338836,168122,211284,380663
2019-02-26,Jura,180696,2019,14491,159263,6952,54915,125793
2019-02-26,Obwalden,100633,2019,7617,82515,10510,24884,75758
2019-02-26,Thurgau,864916,2019,96506,614256,154165,251920,613009
2019-02-26,Glarus,176526,2019,30554,76959,69021,40408,136127
2019-02-26,Basel-Stadt,932319,2019,94062,713803,124463,341114,591214
2019-02-26,Appenzell-Ausserrhoden,189815,2019,17891,160178,11757,54629,135198
2019-02-26,Nidwalden,197499,2019,12358,115564,69588,49744,147766
2019-02-26,Zurich,4528154,2019,693806,3261340,573017,1591756,2936407
2019-02-26,Appenzell-Innerrhoden,39577,2019,2797,35461,1329,9099,30488
2019-02-26,Neuchatel,465049,2019,39674,361692,63694,137576,327484
2019-02-26,Bern,3307983,2019,429475,2388599,489934,1018186,2289825
2019-02-26,Graubunden,662858,2019,62532,514008,86341,118073,544809
2019-02-26,Sankt-Gallen,1820636,2019,192209,1209647,418804,509568,1311091
2019-02-26,Waadt,2419629,2019,269150,1609938,540562,676251,1743400
2019-02-26,Wallis,1075756,2019,118947,810216,146616,217491,858288
2019-02-27,Solothurn,1306381,2019,242236,735230,328927,384288,922106
2019-02-27,Basel-Landschaft,1136903,2019,111437,794340,231136,362625,774288
2019-02-27,Schwyz,652508,2019,81796,388967,181758,161049,491472
2019-02-27,Aargau,2312473,2019,320050,1461567,530868,709409,1603077
2019-02-27,Ticino,930659,2019,35735,755569,139367,266933,663737
2019-02-27,Schaffhausen,249368,2019,30101,211788,7488,70604,178774
2019-02-27,Uri,133727,2019,14894,74728,44114,23655,110082
2019-02-27,Freiburg,970843,2019,82481,709978,178393,264633,706219
2019-02-27,Luzern,1258183,2019,106639,866652,284903,359942,898252
2019-02-27,Geneve,1605292,2019,80844,1407012,117445,516845,1088456
2019-02-27,Zug,607593,2019,86503,347180,173918,204684,402919
2019-02-27,Jura,190182,2019,14863,168105,7225,54772,135423
2019-02-27,Obwalden,108418,2019,8528,88353,11547,25530,82899
2019-02-27,Thurgau,897011,2019,99868,636119,161034,251043,645978
2019-02-27,Glarus,193177,2019,33094,83415,76678,40637,152551
2019-02-27,Basel-Stadt,952424,2019,95899,727453,129084,335404,617032
2019-02-27,Appenzell-Ausserrhoden,197860,2019,18733,166251,12887,54757,143114
2019-02-27,Nidwalden,208704,2019,13114,122297,73301,50501,158212
2019-02-27,Zurich,4632281,2019,699889,3333682,598719,1564762,3067529
2019-02-27,Appenzell-Innerrhoden,42224,2019,2753,38013,1470,9163,33073
2019-02-27,Neuchatel,480533,2019,41360,372277,66906,134414,346129
2019-02-27,Bern,3398748,2019,441669,2456778,500326,1001657,2397115
2019-02-27,Graubunden,698587,2019,67583,535011,96010,117890,580716
2019-02-27,Sankt-Gallen,1910112,2019,201535,1265398,443196,507353,1402778
2019-02-27,Waadt,2484317,2019,276054,1642614,565670,663416,1820923
2019-02-27,Wallis,1124633,2019,127012,838061,159583,215119,909538
2019-02-28,Solothurn,1292699,2019,243533,728807,320369,372709,920000
2019-02-28,Basel-Landschaft,1135729,2019,114815,790127,230798,359969,775772
2019-02-28,Schwyz,632158,2019,82495,372436,177237,150766,481403
2019-02-28,Aargau,2270415,2019,321688,1437468,511268,687939,1582484
2019-02-28,Ticino,955676,2019,40502,772881,142302,273152,682534
2019-02-28,Schaffhausen,244640,2019,28994,208699,6954,69489,175159
2019-02-28,Uri,125196,2019,15267,66381,43560,20156,105052
2019-02-28,Freiburg,972916,2019,84243,704896,183790,268230,704699
2019-02-28,Luzern,1274710,2019,121969,890625,262127,315460,959261
2019-02-28,Geneve,1632318,2019,83666,1425285,123379,545734,1086596
2019-02-28,Zug,594094,2019,91352,337974,164779,193415,400690
2019-02-28,Jura,186742,2019,14766,164909,7074,55970,130780
2019-02-28,Obwalden,96576,2019,8725,77935,9926,21638,74949
2019-02-28,Thurgau,882471,2019,98961,627024,156497,247363,635119
2019-02-28,Glarus,190972,2019,33263,79863,77858,40537,150448
2019-02-28,Basel-Stadt,955050,2019,98022,727702,129336,335545,619516
2019-02-28,Appenzell-Ausserrhoden,192352,2019,18403,161764,12197,53137,139226
2019-02-28,Nidwalden,193205,2019,15161,112285,65771,40943,152274
2019-02-28,Zurich,4611496,2019,701577,3326556,583376,1559109,3052400
2019-02-28,Appenzell-Innerrhoden,39773,2019,2686,35743,1355,8836,30949
2019-02-28,Neuchatel,478949,2019,41974,367689,69297,131671,347289
2019-02-28,Bern,3356834,2019,438987,2420326,497544,1003096,2353763
2019-02-28,Graubunden,691676,2019,68404,529398,93892,116439,575255
2019-02-28,Sankt-Gallen,1879803,2019,201252,1240395,438180,497774,1382054
2019-02-28,Waadt,2496745,2019,278987,1637051,580728,668379,1828388
2019-02-28,Wallis,1116658,2019,126372,830289,160018,217936,898743
2019-03-01,Solothurn,1279297,2019,228191,704544,346573,339629,939680
2019-03-01,Basel-Landschaft,1111650,2019,107573,758882,245206,321803,789859
2019-03-01,Schwyz,639136,2019,83570,350960,204616,143530,495617
2019-03-01,Aargau,2264492,2019,300806,1425307,538388,627462,1637040
2019-03-01,Ticino,1009822,2019,45115,806979,157736,258754,751077
2019-03-01,Schaffhausen,242631,2019,28392,205221,9029,64006,178637
2019-03-01,Uri,140425,2019,17195,65708,57532,21173,119263
2019-03-01,Freiburg,988240,2019,82304,706111,199836,245961,742291
2019-03-01,Luzern,1168289,2019,93974,793520,280805,292958,875341
2019-03-01,Geneve,1611422,2019,85517,1391390,134526,500210,1111223
2019-03-01,Zug,576037,2019,79221,324809,172018,174168,401881
2019-03-01,Jura,188111,2019,14754,164648,8717,51252,136867
2019-03-01,Obwalden,96615,2019,8121,76375,12128,21342,75283
2019-03-01,Thurgau,881566,2019,96245,615935,169396,228972,652605
2019-03-01,Glarus,222206,2019,38351,83317,100548,42853,179363
2019-03-01,Basel-Stadt,912313,2019,92701,680963,138660,291159,621166
2019-03-01,Appenzell-Ausserrhoden,182285,2019,17587,152269,12439,48635,133661
2019-03-01,Nidwalden,191507,2019,11872,102662,76988,40520,151003
2019-03-01,Zurich,4439128,2019,662209,3153774,623154,1384397,3054740
2019-03-01,Appenzell-Innerrhoden,35722,2019,2464,31923,1342,7737,27992
2019-03-01,Neuchatel,286354,2019,31600,199115,55648,40947,245417
2019-03-01,Bern,3319496,2019,431625,2343801,544092,891915,2427604
2019-03-01,Graubunden,716209,2019,77383,507819,131029,119640,596592
2019-03-01,Sankt-Gallen,1923891,2019,207058,1208948,507907,469245,1454669
2019-03-01,Waadt,2461167,2019,273855,1572647,614687,602474,1858715
2019-03-01,Wallis,1091601,2019,127380,780047,184196,211141,880483
2019-03-02,Solothurn,1071990,2019,155434,594073,322494,87278,984724
2019-03-02,Basel-Landschaft,846189,2019,72668,550902,222631,72251,773949
2019-03-02,Schwyz,603981,2019,68058,335470,200465,43874,560120
2019-03-02,Aargau,1897388,2019,196765,1209947,490687,155298,1742101
2019-03-02,Ticino,757189,2019,33819,608931,114449,75515,681684
2019-03-02,Schaffhausen,204939,2019,19607,174635,10706,18572,186376
2019-03-02,Uri,135607,2019,14966,69209,51441,8913,126704
2019-03-02,Freiburg,815862,2019,54629,570553,190689,68495,747378
2019-03-02,Luzern,1086902,2019,84861,762984,239065,97437,989474
2019-03-02,Geneve,1176688,2019,48555,1009732,118411,117064,1059635
2019-03-02,Zug,462148,2019,55413,260953,145795,39258,422904
2019-03-02,Jura,152622,2019,9518,135793,7321,15378,137255
2019-03-02,Obwalden,97524,2019,8989,76514,12030,7647,89886
2019-03-02,Thurgau,755755,2019,65627,527550,162588,64864,690901
2019-03-02,Glarus,230605,2019,33789,83724,113103,14032,216584
2019-03-02,Basel-Stadt,646784,2019,61375,457942,127477,63255,583539
2019-03-02,Appenzell-Ausserrhoden,155394,2019,13814,129379,12214,14843,140564
2019-03-02,Nidwalden,189385,2019,14030,104746,70622,13924,175473
2019-03-02,Zurich,3547447,2019,412515,2551581,583362,327997,3219462
2019-03-02,Appenzell-Innerrhoden,36638,2019,2637,32563,1449,3158,33492
2019-03-02,Neuchatel,361908,2019,25185,276027,60706,33209,328710
2019-03-02,Bern,2829642,2019,330469,2005640,493556,247063,2582603
2019-03-02,Graubunden,829377,2019,75961,616069,137367,51662,777735
2019-03-02,Sankt-Gallen,1717823,2019,160225,1069034,488585,138634,1579210
2019-03-02,Waadt,2125124,2019,187384,1360479,577282,176396,1948751
2019-03-02,Wallis,1115641,2019,135916,784682,195063,80785,1034878
2019-03-03,Solothurn,860527,2019,140086,460195,260257,56652,803886
2019-03-03,Basel-Landschaft,646309,2019,62729,418635,164957,43866,602455
2019-03-03,Schwyz,566289,2019,71460,320299,174540,30413,535887
2019-03-03,Aargau,1406882,2019,165032,850461,391398,87249,1319643
2019-03-03,Ticino,585934,2019,31734,450963,103249,45317,540629
2019-03-03,Schaffhausen,155911,2019,16016,130381,9526,10901,145023
2019-03-03,Uri,135274,2019,17959,65702,51625,7306,127980
2019-03-03,Freiburg,661089,2019,49876,462213,149009,43517,617582
2019-03-03,Luzern,862501,2019,66533,603048,192932,57910,804603
2019-03-03,Geneve,906745,2019,47372,751132,108249,72646,834108
2019-03-03,Zug,383410,2019,49873,210901,122647,23826,359595
2019-03-03,Jura,124731,2019,9534,108444,6764,9890,114853
2019-03-03,Obwalden,91667,2019,7237,73989,10451,5314,86364
2019-03-03,Thurgau,586688,2019,54990,401747,129963,38154,548546
2019-03-03,Glarus,213249,2019,34681,77675,100904,10284,202977
2019-03-03,Basel-Stadt,459196,2019,52859,314437,91911,36182,423026
2019-03-03,Appenzell-Ausserrhoden,144500,2019,13387,119816,11305,10090,134419
2019-03-03,Nidwalden,167683,2019,11033,95846,60815,9296,158398
2019-03-03,Zurich,2705717,2019,331401,1894551,479778,189884,2515847
2019-03-03,Appenzell-Innerrhoden,36496,2019,2513,32420,1573,2359,34148
2019-03-03,Neuchatel,281056,2019,25378,206207,49481,20730,260336
2019-03-03,Bern,2232892,2019,275276,1560505,397129,148106,2084805
2019-03-03,Graubunden,717014,2019,70172,522186,124676,36656,680378
2019-03-03,Sankt-Gallen,1461043,2019,151626,897628,411813,88521,1372547
2019-03-03,Waadt,1706553,2019,162917,1074218,469444,110545,1596034
2019-03-03,Wallis,895695,2019,117789,633210,144714,52756,842958
2019-03-04,Solothurn,1144029,2019,219140,625358,299542,356296,787745
2019-03-04,Basel-Landschaft,933448,2019,97299,628952,207206,301636,631821
2019-03-04,Schwyz,538584,2019,70981,310440,157171,142321,396272
2019-03-04,Aargau,2054692,2019,291843,1284269,478590,663237,1391466
2019-03-04,Ticino,786302,2019,28997,624860,132454,214777,571535
2019-03-04,Schaffhausen,219512,2019,27412,185411,6699,65888,153634
2019-03-04,Uri,104500,2019,11825,52951,39737,16251,88263
2019-03-04,Freiburg,797049,2019,73397,559742,163920,221012,576048
2019-03-04,Luzern,1122475,2019,104810,772190,245486,299165,823321
2019-03-04,Geneve,1568729,2019,89319,1352445,126973,539114,1029624
2019-03-04,Zug,529066,2019,79809,295491,153776,183189,345888
2019-03-04,Jura,163804,2019,13514,143986,6318,52208,111611
2019-03-04,Obwalden,76723,2019,6918,60920,8897,18457,58277
2019-03-04,Thurgau,796544,2019,90868,559588,146098,241544,555010
2019-03-04,Glarus,160367,2019,29589,65593,65196,37408,122970
2019-03-04,Basel-Stadt,771842,2019,84195,571022,116634,272616,499235
2019-03-04,Appenzell-Ausserrhoden,170271,2019,16152,143364,10763,51777,118503
2019-03-04,Nidwalden,160706,2019,11726,86732,62257,39806,120909
2019-03-04,Zurich,4233131,2019,654898,3025371,552873,1507467,2725675
2019-03-04,Appenzell-Innerrhoden,31318,2019,2061,28113,1156,7972,23358
2019-03-04,Neuchatel,471393,2019,41136,364421,65847,153755,317649
2019-03-04,Bern,3008054,2019,396720,2149987,461368,972494,2035582
2019-03-04,Graubunden,604904,2019,60867,458654,85401,123505,481419
2019-03-04,Sankt-Gallen,1656767,2019,181761,1084368,390658,479141,1177647
2019-03-04,Waadt,2438686,2019,284469,1619491,534748,751774,1686935
2019-03-04,Wallis,814132,2019,91878,594319,127954,177692,636460
2019-03-05,Solothurn,1209304,2019,230906,669760,308650,355873,853444
2019-03-05,Basel-Landschaft,982479,2019,102301,664700,215489,309510,672980
2019-03-05,Schwyz,572410,2019,73565,341002,157854,144868,427554
2019-03-05,Aargau,2162186,2019,308733,1358136,495328,669129,1493069
2019-03-05,Ticino,817480,2019,32624,658526,126342,210113,607378
2019-03-05,Schaffhausen,232632,2019,27320,198214,7108,67460,165182
2019-03-05,Uri,113021,2019,13600,60398,39035,17366,95668
2019-03-05,Freiburg,849791,2019,75851,605296,168655,225139,624664
2019-03-05,Luzern,1184153,2019,104754,826956,252452,310814,873348
2019-03-05,Geneve,1669556,2019,90819,1452807,125940,551040,1118525
2019-03-05,Zug,551185,2019,82658,311110,157426,187379,363816
2019-03-05,Jura,176524,2019,13812,156099,6626,52797,123740
2019-03-05,Obwalden,87866,2019,7158,71560,9162,18669,69211
2019-03-05,Thurgau,838848,2019,94470,591614,152774,245065,593794
2019-03-05,Glarus,163026,2019,28719,72418,61902,37683,125356
2019-03-05,Basel-Stadt,820463,2019,87318,612162,120994,284952,535522
2019-03-05,Appenzell-Ausserrhoden,179634,2019,17147,151083,11416,51929,127717
2019-03-05,Nidwalden,176160,2019,12285,99903,63983,41003,135168
2019-03-05,Zurich,4481058,2019,684325,3228530,568215,1558305,2922766
2019-03-05,Appenzell-Innerrhoden,33776,2019,2340,30106,1341,8023,25764
2019-03-05,Neuchatel,503491,2019,42862,393149,67490,158454,345047
2019-03-05,Bern,3211937,2019,418404,2318562,474994,990771,2221189
2019-03-05,Graubunden,653687,2019,63021,508557,82130,122747,530962
2019-03-05,Sankt-Gallen,1719449,2019,184402,1143692,391376,475789,1243681
2019-03-05,Waadt,2604548,2019,295666,1756057,552844,769529,1835041
2019-03-05,Wallis,962105,2019,110282,720081,131763,181805,780322
2019-03-06,Solothurn,1244983,2019,238583,681696,324715,356110,888884
2019-03-06,Basel-Landschaft,994492,2019,102602,670983,220918,308173,686331
2019-03-06,Schwyz,607544,2019,76161,360943,170452,156139,451417
2019-03-06,Aargau,2231043,2019,316961,1396108,517987,669699,1561358
2019-03-06,Ticino,782078,2019,29167,624409,128514,206654,575436
2019-03-06,Schaffhausen,242493,2019,28849,206226,7426,67637,174865
2019-03-06,Uri,113719,2019,12544,59036,42149,20962,92767
2019-03-06,Freiburg,871797,2019,78371,617522,175915,220757,651051
2019-03-06,Luzern,1192292,2019,103198,813984,275117,330467,861832
2019-03-06,Geneve,1684512,2019,96157,1456197,132167,520748,1163774
2019-03-06,Zug,581130,2019,82253,331765,167122,198464,382676
2019-03-06,Jura,179185,2019,14452,157514,7229,49993,129203
2019-03-06,Obwalden,94541,2019,7917,76493,10140,22515,72035
2019-03-06,Thurgau,872869,2019,98120,614717,160041,241240,631639
2019-03-06,Glarus,175025,2019,30581,76484,67970,38719,136317
2019-03-06,Basel-Stadt,830278,2019,87705,620548,122036,283652,546637
2019-03-06,Appenzell-Ausserrhoden,187761,2019,17454,158626,11693,52198,135575
2019-03-06,Nidwalden,190118,2019,12547,108766,68814,45698,144428
2019-03-06,Zurich,4605535,2019,698950,3317104,589490,1539398,3066147
2019-03-06,Appenzell-Innerrhoden,36163,2019,2434,32388,1354,8392,27785
2019-03-06,Neuchatel,518381,2019,45630,402726,70035,154510,363882
2019-03-06,Bern,3289772,2019,432961,2362248,494583,971126,2318666
2019-03-06,Graubunden,643300,2019,62488,493128,87706,121004,522320
2019-03-06,Sankt-Gallen,1801843,2019,192610,1191054,418198,486296,1315566
2019-03-06,Waadt,2653275,2019,302913,1778395,571990,739923,1913377
2019-03-06,Wallis,944876,2019,105734,701033,138130,181073,763825
2019-03-07,Solothurn,1203311,2019,237369,644169,321784,343385,859937
2019-03-07,Basel-Landschaft,965113,2019,100918,643830,220375,296643,668481
2019-03-07,Schwyz,587626,2019,74471,341710,171457,155897,431741
2019-03-07,Aargau,2159644,2019,312734,1335745,511176,644144,1515512
2019-03-07,Ticino,749485,2019,27189,593753,128554,202831,546665
2019-03-07,Schaffhausen,236064,2019,28211,200340,7524,66019,170056
2019-03-07,Uri,113548,2019,12613,57182,43763,21186,92373
2019-03-07,Freiburg,824088,2019,77328,569283,177487,208827,615271
2019-03-07,Luzern,1139105,2019,98897,769517,270702,329158,809959
2019-03-07,Geneve,1659440,2019,99875,1422194,137381,529617,1129833
2019-03-07,Zug,568297,2019,82510,318807,166991,195053,373255
2019-03-07,Jura,172664,2019,14485,151262,6929,50625,122051
2019-03-07,Obwalden,87654,2019,7203,70218,10244,22538,65128
2019-03-07,Thurgau,845845,2019,97388,589591,158877,234693,611164
2019-03-07,Glarus,169262,2019,30292,68481,70499,38443,130830
2019-03-07,Basel-Stadt,816341,2019,86607,604770,124974,275590,540762
2019-03-07,Appenzell-Ausserrhoden,180304,2019,16374,152380,11561,50142,130173
2019-03-07,Nidwalden,179457,2019,11291,98818,69359,45306,134163
2019-03-07,Zurich,4455040,2019,689843,3178125,587086,1487853,2967200
2019-03-07,Appenzell-Innerrhoden,34210,2019,2192,30742,1285,8208,26011
2019-03-07,Neuchatel,496565,2019,46477,382222,67879,150437,346141
2019-03-07,Bern,3115078,2019,414736,2212857,487509,927313,2187789
2019-03-07,Graubunden,574309,2019,58813,426514,89002,117199,457132
2019-03-07,Sankt-Gallen,1737712,2019,188338,1125417,423979,474597,1263139
2019-03-07,Waadt,2534022,2019,300453,1660906,572686,726502,1807543
2019-03-07,Wallis,853297,2019,95069,620301,137947,175360,677957
2019-03-08,Solothurn,1264104,2019,235878,683253,344987,327615,936503
2019-03-08,Basel-Landschaft,1022672,2019,103401,681232,238050,281886,740798
2019-03-08,Schwyz,676176,2019,87405,378456,210326,156745,519442
2019-03-08,Aargau,2285137,2019,310042,1429640,545467,616218,1668930
2019-03-08,Ticino,867228,2019,32485,693316,141436,207143,660094
2019-03-08,Schaffhausen,251387,2019,29299,213222,8878,64383,187016
2019-03-08,Uri,144344,2019,17463,71043,55850,23345,121012
2019-03-08,Freiburg,902277,2019,83677,621589,197021,204699,697589
2019-03-08,Luzern,1240314,2019,103787,840046,296493,325424,914903
2019-03-08,Geneve,1745360,2019,109770,1487182,148420,512641,1232731
2019-03-08,Zug,596629,2019,84288,334051,178300,184700,411939
2019-03-08,Jura,189188,2019,15617,164753,8830,51292,137909
2019-03-08,Obwalden,103724,2019,8671,82525,12539,23239,80496
2019-03-08,Thurgau,898502,2019,100023,626908,171585,226980,671536
2019-03-08,Glarus,225916,2019,39470,85563,100894,43425,182502
2019-03-08,Basel-Stadt,844756,2019,88274,622140,134353,253047,591720
2019-03-08,Appenzell-Ausserrhoden,190499,2019,17690,160283,12534,49050,141457
2019-03-08,Nidwalden,207932,2019,13192,114049,80702,46109,161836
2019-03-08,Zurich,4592813,2019,686330,3272335,634158,1395821,3197002
2019-03-08,Appenzell-Innerrhoden,37698,2019,2399,33828,1481,8111,29598
2019-03-08,Neuchatel,529664,2019,48590,406868,74218,147250,382427
2019-03-08,Bern,3355909,2019,443699,2387108,525123,884202,2471728
2019-03-08,Graubunden,800438,2019,80226,591851,128385,128106,672356
2019-03-08,Sankt-Gallen,1954608,2019,212524,1229157,512948,473756,1480874
2019-03-08,Waadt,2759001,2019,326749,1800254,632018,711603,2047419
2019-03-08,Wallis,1084406,2019,138033,770708,175683,183606,900819
2019-03-09,Solothurn,1038365,2019,165087,539743,333545,82967,955409
2019-03-09,Basel-Landschaft,804344,2019,73340,506817,224197,67878,736478
2019-03-09,Schwyz,602141,2019,69894,334131,198127,45197,556954
2019-03-09,Aargau,1882675,2019,204846,1179568,498270,153372,1729313
2019-03-09,Ticino,728813,2019,26279,586764,115781,68447,660377
2019-03-09,Schaffhausen,201828,2019,19638,172118,10082,17838,184000
2019-03-09,Uri,136543,2019,16835,64959,54760,9122,127432
2019-03-09,Freiburg,794729,2019,57973,530560,206208,64939,729801
2019-03-09,Luzern,1042750,2019,75400,710835,256527,94818,947945
2019-03-09,Geneve,1314569,2019,69349,1103110,142123,116067,1198516
2019-03-09,Zug,468608,2019,54139,262122,152355,40797,427820
2019-03-09,Jura,146745,2019,10231,129261,7263,15150,131606
2019-03-09,Obwalden,94741,2019,8029,74507,12217,7734,87018
2019-03-09,Thurgau,751534,2019,68423,521412,161712,64437,687110
2019-03-09,Glarus,216956,2019,32766,78210,105989,13988,202978
2019-03-09,Basel-Stadt,627262,2019,61239,438358,127674,60440,566832
2019-03-09,Appenzell-Ausserrhoden,160221,2019,13415,134934,11886,15192,145044
2019-03-09,Nidwalden,190753,2019,11554,104242,74966,14180,176583
2019-03-09,Zurich,3549931,2019,420792,2547192,581963,327136,3222810
2019-03-09,Appenzell-Innerrhoden,33535,2019,2067,29871,1610,3090,30460
2019-03-09,Neuchatel,423516,2019,32825,323378,67324,40746,382782
2019-03-09,Bern,2794838,2019,336204,1952527,506128,248079,2546781
2019-03-09,Graubunden,795777,2019,72746,588608,134444,48586,747213
2019-03-09,Sankt-Gallen,1692170,2019,158810,1044213,489169,138908,1553285
2019-03-09,Waadt,2223196,2019,212947,1424481,585787,188112,2035105
2019-03-09,Wallis,948754,2019,123246,650662,174866,71613,877162
2019-03-10,Solothurn,725481,2019,135887,338959,250645,45642,679850
2019-03-10,Basel-Landschaft,607405,2019,70145,379187,158083,44567,562848
2019-03-10,Schwyz,459892,2019,63480,233927,162494,27741,432161
2019-03-10,Aargau,1238200,2019,163288,696390,378533,80084,1158128
2019-03-10,Ticino,597177,2019,26234,460806,110148,43360,553829
2019-03-10,Schaffhausen,131721,2019,13826,111222,6684,9325,122407
2019-03-10,Uri,120160,2019,18851,48175,53144,6689,113481
2019-03-10,Freiburg,559734,2019,47148,364128,148467,38732,521011
2019-03-10,Luzern,730434,2019,59804,477624,193016,52259,678184
2019-03-10,Geneve,960020,2019,61054,774195,124782,71597,888435
2019-03-10,Zug,333897,2019,44410,170380,119115,22613,311293
2019-03-10,Jura,102899,2019,8540,88051,6319,8210,94700
2019-03-10,Obwalden,63838,2019,6007,48780,9062,4663,59187
2019-03-10,Thurgau,494651,2019,51267,324781,118613,33589,461072
2019-03-10,Glarus,179531,2019,30844,56043,92655,9568,169975
2019-03-10,Basel-Stadt,480595,2019,59201,327792,93613,40874,439733
2019-03-10,Appenzell-Ausserrhoden,110326,2019,10167,90237,9931,8661,101675
2019-03-10,Nidwalden,135245,2019,8767,68906,57583,8358,126899
2019-03-10,Zurich,2394944,2019,303828,1637288,453839,179662,2215293
2019-03-10,Appenzell-Innerrhoden,23641,2019,1609,20827,1212,1780,21868
2019-03-10,Neuchatel,274639,2019,27875,200195,46579,21689,252961
2019-03-10,Bern,1842001,2019,247708,1231911,362404,135365,1706659
2019-03-10,Graubunden,602649,2019,66555,419416,116699,32558,570112
2019-03-10,Sankt-Gallen,1192901,2019,130435,678379,384109,77925,1114999
2019-03-10,Waadt,1533306,2019,159148,921569,452608,105813,1427514
2019-03-10,Wallis,613797,2019,89469,394759,129590,42507,571312
2019-03-11,Solothurn,1109317,2019,216807,600955,291565,348173,761155
2019-03-11,Basel-Landschaft,817474,2019,91223,546834,179426,193911,623573
2019-03-11,Schwyz,569022,2019,75003,331597,162433,167496,401538
2019-03-11,Aargau,2002119,2019,287174,1249892,465062,665005,1337124
2019-03-11,Ticino,862614,2019,33142,695095,134388,260856,601769
2019-03-11,Schaffhausen,222573,2019,26410,189463,6712,69814,152771
2019-03-11,Uri,110410,2019,13001,53663,43755,23074,87345
2019-03-11,Freiburg,852763,2019,80871,607728,164177,264529,588248
2019-03-11,Luzern,1147885,2019,99750,785874,262273,370947,776951
2019-03-11,Geneve,1587268,2019,100510,1358839,127929,551167,1036111
2019-03-11,Zug,541969,2019,79871,302268,159843,203913,338069
2019-03-11,Jura,162893,2019,14348,141811,6742,52718,110184
2019-03-11,Obwalden,87300,2019,7294,69995,10022,25715,61597
2019-03-11,Thurgau,782288,2019,87038,549107,146152,243248,539049
2019-03-11,Glarus,160987,2019,30156,65986,64855,41813,119185
2019-03-11,Basel-Stadt,852075,2019,81168,669788,101129,173176,678910
2019-03-11,Appenzell-Ausserrhoden,166404,2019,16330,139688,10399,52626,113791
2019-03-11,Nidwalden,176642,2019,11213,97582,67858,51226,125428
2019-03-11,Zurich,4106855,2019,636786,2926162,543915,1477937,2628927
2019-03-11,Appenzell-Innerrhoden,31291,2019,2244,27857,1200,8563,22738
2019-03-11,Neuchatel,474158,2019,45120,364163,64885,160882,313286
2019-03-11,Bern,2913336,2019,394937,2066185,452237,984667,1928693
2019-03-11,Graubunden,528792,2019,58933,385602,84285,126141,402680
2019-03-11,Sankt-Gallen,1628782,2019,179602,1057130,392069,498941,1129859
2019-03-11,Waadt,2417190,2019,294370,1599486,523355,787925,1629287
